id,date,h_humidity,h_temperature,a_humidity,a_temperature,a_voc,w_temperature,w_alarm
9598,2024-04-09 20:29:56.372162+00:00,39.0,24.2,38.6,23.5,120,22.0,True
9614,2024-04-09 20:39:56.887533+00:00,38.0,24.2,38.5,23.5,125,22.1,False
9630,2024-04-09 20:59:57.855991+00:00,38.0,24.2,38.7,23.5,128,21.9,False
9646,2024-04-09 21:09:58.375548+00:00,38.0,24.2,38.7,23.5,131,21.8,False
9664,2024-04-09 21:23:56.107002+00:00,39.0,24.2,38.8,23.5,131,21.6,False
9680,2024-04-09 21:43:57.114299+00:00,39.0,24.2,38.8,23.5,116,21.6,False
9696,2024-04-09 21:53:57.581681+00:00,39.0,24.2,38.8,23.4,122,21.4,False
9712,2024-04-09 22:13:58.618856+00:00,39.0,24.1,38.7,23.4,118,21.3,False
9728,2024-04-09 22:23:59.088181+00:00,39.0,24.1,38.7,23.4,114,20.9,False
9746,2024-04-09 22:44:21.483828+00:00,39.0,24.0,38.7,23.3,114,20.9,False
9762,2024-04-09 22:54:22.033001+00:00,39.0,24.1,38.7,23.3,113,20.8,False
9778,2024-04-09 23:14:43.991598+00:00,39.0,24.0,38.7,23.3,111,20.7,False
9794,2024-04-09 23:24:44.477629+00:00,39.0,24.0,38.7,23.2,113,20.6,False
9810,2024-04-09 23:44:45.411328+00:00,39.0,23.9,38.7,23.2,115,20.5,False
9826,2024-04-09 23:54:45.906605+00:00,39.0,24.0,38.7,23.2,114,20.4,False
9842,2024-04-10 00:14:46.823116+00:00,39.0,23.9,38.7,23.1,114,20.4,False
9858,2024-04-10 00:24:47.219492+00:00,39.0,23.9,38.6,23.1,115,20.2,False
9874,2024-04-10 00:45:09.275442+00:00,39.0,23.8,38.6,23.1,114,20.1,False
9890,2024-04-10 00:58:10.977708+00:00,39.0,23.8,38.6,23.1,118,20.1,False
9910,2024-04-10 01:30:14.545375+00:00,39.0,23.7,38.6,23.0,118,20.2,False
9926,2024-04-10 01:40:14.917929+00:00,39.0,23.7,38.6,23.0,112,20.1,False
9942,2024-04-10 02:00:15.684052+00:00,39.0,23.7,38.6,23.0,115,20.1,False
9958,2024-04-10 02:10:16.094052+00:00,39.0,23.7,38.7,23.0,113,20.0,False
9974,2024-04-10 02:30:16.967972+00:00,39.0,23.6,38.6,23.0,115,19.9,False
9994,2024-04-10 02:42:20.986623+00:00,39.0,23.6,38.7,23.0,113,19.8,False
10010,2024-04-10 02:52:21.485357+00:00,39.0,23.6,38.7,22.9,115,19.6,False
10026,2024-04-10 03:10:54.708489+00:00,39.0,23.5,38.7,22.9,112,19.5,False
10042,2024-04-10 03:30:49.414577+00:00,39.0,23.6,38.6,22.9,112,19.4,False
10058,2024-04-10 03:40:26.874942+00:00,39.0,23.5,38.6,22.8,115,19.3,False
10076,2024-04-10 04:00:18.871585+00:00,39.0,23.5,38.6,22.8,117,19.3,False
10092,2024-04-10 04:10:19.432050+00:00,39.0,23.4,38.6,22.8,116,19.3,False
10108,2024-04-10 04:30:20.374852+00:00,39.0,23.4,38.6,22.8,118,19.1,False
10124,2024-04-10 04:40:20.895703+00:00,39.0,23.4,38.6,22.7,116,19.1,False
10140,2024-04-10 05:00:21.932968+00:00,39.0,23.4,38.6,22.7,111,19.1,False
10158,2024-04-10 05:14:19.647300+00:00,39.0,23.3,38.6,22.7,113,19.1,False
10174,2024-04-10 05:24:20.174855+00:00,39.0,23.4,38.6,22.6,115,19.0,False
10190,2024-04-10 05:44:21.226309+00:00,39.0,23.3,38.6,22.6,112,19.0,False
10206,2024-04-10 05:54:21.734807+00:00,39.0,23.3,38.6,22.6,119,19.0,False
10222,2024-04-10 06:14:22.690845+00:00,39.0,23.2,38.6,22.6,108,19.0,True
10240,2024-04-10 06:26:07.162946+00:00,38.0,23.2,38.4,22.6,107,15.7,True
10256,2024-04-10 06:46:08.099519+00:00,38.0,23.2,38.3,22.5,95,16.7,True
10272,2024-04-10 06:56:08.471817+00:00,38.0,23.2,38.2,22.5,92,17.2,True
10288,2024-04-10 07:16:09.393041+00:00,38.0,23.2,38.2,22.5,88,17.1,True
10304,2024-04-10 07:26:09.772989+00:00,38.0,23.2,38.0,22.5,86,18.3,True
10322,2024-04-10 07:39:11.176130+00:00,38.0,23.3,38.0,22.6,78,18.8,True
10338,2024-04-10 07:59:11.966482+00:00,38.0,23.4,37.9,22.6,84,18.6,True
10354,2024-04-10 08:09:12.354817+00:00,38.0,23.3,38.0,22.7,86,19.1,True
10370,2024-04-10 08:29:13.039097+00:00,42.0,23.4,40.5,22.7,116,18.3,True
10386,2024-04-10 08:39:13.466755+00:00,45.0,23.5,43.5,22.9,174,18.1,True
10404,2024-04-10 09:15:20.072888+00:00,46.0,23.8,45.9,22.9,199,18.4,True
10420,2024-04-10 09:30:20.597829+00:00,46.0,23.9,46.1,23.0,199,18.3,True
10436,2024-04-10 09:45:21.163043+00:00,45.0,24.1,45.0,23.2,191,18.9,True
10452,2024-04-10 10:00:21.757580+00:00,44.0,24.1,44.4,23.2,182,19.6,True
10468,2024-04-10 10:15:22.312457+00:00,44.0,24.2,43.8,23.3,180,19.4,True
10484,2024-04-10 10:30:22.868706+00:00,43.0,24.2,43.5,23.4,170,19.6,True
10500,2024-04-10 10:45:23.416446+00:00,43.0,24.2,43.4,23.4,182,19.9,True
10516,2024-04-10 11:00:23.972859+00:00,45.0,24.3,45.7,23.4,222,19.9,True
10532,2024-04-10 11:15:24.555711+00:00,45.0,24.4,45.5,23.5,207,20.9,True
10550,2024-04-10 11:28:55.609357+00:00,45.0,24.4,45.1,23.5,193,21.5,True
10566,2024-04-10 11:39:58.133206+00:00,44.0,24.4,44.0,23.6,186,21.5,True
10582,2024-04-10 11:59:58.969951+00:00,44.0,24.5,43.9,23.6,184,21.5,True
10598,2024-04-10 12:16:01.638067+00:00,44.0,24.5,43.3,23.7,179,21.6,True
10614,2024-04-10 12:28:04.133816+00:00,43.0,24.5,43.2,23.8,179,22.3,True
10630,2024-04-10 12:44:05.786299+00:00,46.0,24.6,46.1,23.8,206,22.4,True
10646,2024-04-10 12:54:06.212918+00:00,47.0,24.6,47.8,23.8,218,22.6,True
10664,2024-04-10 13:12:25.453434+00:00,47.0,24.7,46.7,23.9,192,22.7,True
10680,2024-04-10 13:27:55.227083+00:00,46.0,24.8,45.9,24.0,185,23.1,True
10696,2024-04-10 13:44:57.134187+00:00,45.0,24.8,44.6,24.0,182,23.4,True
10714,2024-04-10 13:56:53.730856+00:00,44.0,24.8,44.2,24.0,183,23.9,True
10730,2024-04-10 14:06:54.269814+00:00,44.0,24.8,44.1,24.0,175,23.9,True
10746,2024-04-10 14:26:55.261397+00:00,44.0,24.8,44.7,24.1,196,24.5,True
10762,2024-04-10 14:36:55.779407+00:00,45.0,24.9,45.2,24.1,198,24.7,True
10778,2024-04-10 14:56:56.753992+00:00,44.0,25.0,44.3,24.2,209,24.8,True
10796,2024-04-10 15:13:30.582402+00:00,44.0,25.0,43.9,24.3,206,24.8,True
10812,2024-04-10 15:23:31.051527+00:00,43.0,25.0,43.0,24.4,184,24.8,True
10828,2024-04-10 15:43:32.078651+00:00,43.0,25.0,42.3,24.4,164,24.6,True
10844,2024-04-10 15:53:32.586113+00:00,42.0,25.0,40.8,24.4,155,24.6,True
10860,2024-04-10 16:13:33.614080+00:00,41.0,25.0,40.3,24.4,142,24.4,True
10878,2024-04-10 16:25:00.152374+00:00,40.0,25.0,39.0,24.3,131,24.3,True
10894,2024-04-10 16:45:01.104361+00:00,40.0,24.9,39.4,24.3,133,24.3,True
10910,2024-04-10 16:55:01.515538+00:00,40.0,24.9,39.0,24.3,130,24.3,True
10926,2024-04-10 17:15:23.470556+00:00,40.0,24.8,39.0,24.2,124,24.3,True
10942,2024-04-10 17:25:23.951577+00:00,40.0,24.8,38.3,24.3,122,24.3,True
10960,2024-04-10 17:40:23.636851+00:00,39.0,24.7,37.8,24.2,106,24.3,True
10976,2024-04-10 18:00:24.582587+00:00,39.0,24.7,37.3,24.1,115,24.2,True
10992,2024-04-10 18:10:24.916425+00:00,39.0,24.7,36.7,24.1,107,24.2,True
11008,2024-04-10 18:30:25.813089+00:00,39.0,24.7,36.9,24.1,102,24.1,True
11024,2024-04-10 18:40:26.280551+00:00,39.0,24.7,36.9,24.0,113,24.1,True
11042,2024-04-10 19:15:42.177390+00:00,39.0,24.7,37.2,24.0,117,24.1,True
11058,2024-04-10 19:30:42.709092+00:00,38.0,24.6,37.5,24.0,124,24.2,True
11074,2024-04-10 19:45:43.277485+00:00,38.0,24.5,37.6,24.0,126,24.4,True
11090,2024-04-10 20:00:43.867342+00:00,38.0,24.6,37.6,24.0,113,24.2,True
11108,2024-04-10 20:13:34.452378+00:00,38.0,24.5,37.5,24.0,113,23.3,True
11124,2024-04-10 20:22:35.838072+00:00,38.0,24.5,37.5,23.9,108,23.0,True
11140,2024-04-10 20:42:36.672911+00:00,38.0,24.5,37.4,23.9,109,22.6,True
11156,2024-04-10 20:52:37.065543+00:00,38.0,24.5,37.1,23.8,105,22.5,True
11172,2024-04-10 21:12:37.878530+00:00,38.0,24.5,36.8,23.9,92,22.3,True
11192,2024-04-10 21:25:51.292745+00:00,38.0,24.4,36.8,23.8,91,21.8,True
11208,2024-04-10 21:45:52.365711+00:00,37.0,24.4,36.5,23.8,96,21.2,True
11224,2024-04-10 21:55:52.863724+00:00,37.0,24.4,36.6,23.7,100,21.4,True
11240,2024-04-10 22:13:51.779108+00:00,36.0,24.3,36.5,23.7,86,21.6,True
11256,2024-04-10 22:23:52.276035+00:00,37.0,24.3,36.2,23.6,89,21.6,True
11274,2024-04-10 22:37:19.917839+00:00,37.0,24.3,36.0,23.6,86,21.6,True
11290,2024-04-10 22:57:20.863768+00:00,37.0,24.2,35.8,23.6,82,21.6,True
11306,2024-04-10 23:07:21.292454+00:00,36.0,24.2,35.7,23.5,77,21.1,True
11322,2024-04-10 23:27:22.240938+00:00,36.0,24.3,35.6,23.5,77,21.3,True
11338,2024-04-10 23:37:22.722575+00:00,36.0,24.2,35.6,23.5,66,21.3,True
11354,2024-04-10 23:57:23.660681+00:00,36.0,24.2,35.7,23.5,77,21.2,True
11370,2024-04-11 00:07:24.135717+00:00,36.0,24.2,35.8,23.4,71,21.2,True
11386,2024-04-11 00:27:25.086771+00:00,36.0,24.1,35.9,23.4,66,21.1,True
11402,2024-04-11 00:37:25.552359+00:00,36.0,24.1,36.0,23.4,64,21.1,True
11418,2024-04-11 00:57:26.562579+00:00,36.0,24.1,36.0,23.4,66,21.1,True
11436,2024-04-11 01:14:00.371695+00:00,36.0,24.1,36.0,23.3,68,21.1,True
11452,2024-04-11 01:24:00.845531+00:00,36.0,24.0,36.0,23.3,67,21.0,True
11468,2024-04-11 01:44:01.891540+00:00,36.0,24.1,36.0,23.3,74,20.9,True
11484,2024-04-11 01:54:02.429490+00:00,36.0,24.0,36.1,23.3,72,20.9,True
11500,2024-04-11 02:14:03.383124+00:00,36.0,24.0,36.1,23.2,70,20.9,True
11518,2024-04-11 02:26:52.176247+00:00,36.0,24.0,36.1,23.2,65,20.9,True
11534,2024-04-11 02:36:52.641573+00:00,36.0,24.0,36.1,23.2,66,20.9,True
11550,2024-04-11 02:56:53.560686+00:00,36.0,24.0,36.2,23.2,77,20.9,True
11566,2024-04-11 03:06:53.966634+00:00,36.0,24.0,36.3,23.2,73,20.8,True
11582,2024-04-11 03:27:15.757907+00:00,36.0,23.9,36.2,23.2,79,20.8,True
11600,2024-04-11 03:42:15.366863+00:00,36.0,23.9,36.2,23.1,74,20.7,True
11616,2024-04-11 03:52:15.846034+00:00,36.0,23.9,36.2,23.1,68,20.6,True
11632,2024-04-11 04:12:16.929947+00:00,36.0,23.9,36.2,23.1,67,20.7,True
11648,2024-04-11 04:22:17.366739+00:00,36.0,23.9,36.2,23.1,78,20.6,True
11664,2024-04-11 04:42:18.298032+00:00,36.0,23.8,36.2,23.1,67,20.6,True
11680,2024-04-11 04:52:18.695191+00:00,36.0,23.8,36.2,23.0,83,20.5,True
11696,2024-04-11 05:07:41.375438+00:00,36.0,23.8,36.3,23.0,80,19.7,True
11712,2024-04-11 05:24:13.101844+00:00,36.0,23.8,36.3,23.0,83,17.8,True
11728,2024-04-11 05:37:40.806025+00:00,36.0,23.8,36.3,23.0,74,19.2,True
11746,2024-04-11 05:54:14.647211+00:00,36.0,23.7,36.3,23.0,74,19.7,True
11762,2024-04-11 06:14:15.652693+00:00,37.0,23.7,36.4,23.0,76,19.5,True
11778,2024-04-11 06:24:16.129595+00:00,36.0,23.7,36.4,23.0,74,18.8,True
11794,2024-04-11 06:44:17.182722+00:00,37.0,23.7,36.4,22.9,72,18.8,True
11810,2024-04-11 06:54:17.677842+00:00,37.0,23.7,36.5,22.9,69,19.1,True
11826,2024-04-11 07:14:18.732320+00:00,37.0,23.6,36.6,22.9,99,18.4,True
11842,2024-04-11 07:24:19.259881+00:00,40.0,23.7,40.5,22.9,242,18.4,True
11858,2024-04-11 07:44:20.289527+00:00,42.0,23.7,41.6,22.9,229,18.9,True
11874,2024-04-11 07:54:20.754639+00:00,41.0,23.7,40.7,23.0,214,17.8,True
11890,2024-04-11 08:14:21.795720+00:00,40.0,23.6,40.0,22.9,184,18.3,True
11908,2024-04-11 08:25:50.579221+00:00,39.0,23.6,38.8,22.9,184,18.9,True
11924,2024-04-11 08:45:51.620165+00:00,38.0,23.7,38.6,23.0,144,18.9,True
11940,2024-04-11 08:55:52.032206+00:00,38.0,23.6,38.0,23.0,134,19.8,True
11956,2024-04-11 09:15:52.913628+00:00,38.0,23.6,38.1,22.9,134,19.4,True
11972,2024-04-11 09:26:14.346375+00:00,38.0,23.6,38.0,22.9,126,18.2,True
11990,2024-04-11 09:43:14.252332+00:00,38.0,23.6,37.8,23.0,126,18.1,True
12006,2024-04-11 09:53:14.755629+00:00,38.0,23.6,37.5,23.0,109,18.0,True
12022,2024-04-11 10:13:15.773036+00:00,38.0,23.6,37.5,23.0,111,18.9,True
12038,2024-04-11 10:23:16.347604+00:00,38.0,23.6,37.3,23.0,99,20.4,True
12054,2024-04-11 10:43:17.413740+00:00,38.0,23.5,37.4,23.0,99,21.1,True
12072,2024-04-11 11:11:18.028069+00:00,38.0,23.6,37.6,23.0,99,21.3,True
12088,2024-04-11 11:26:18.558893+00:00,38.0,23.6,37.7,23.0,96,21.6,True
12104,2024-04-11 11:41:19.131681+00:00,38.0,23.6,37.8,23.0,97,21.9,True
12120,2024-04-11 11:56:19.672215+00:00,38.0,23.7,37.9,23.1,95,21.9,True
12136,2024-04-11 12:11:20.220811+00:00,38.0,23.7,38.0,23.1,89,22.3,True
12154,2024-04-11 12:27:23.729518+00:00,38.0,23.8,38.1,23.1,89,22.5,True
12170,2024-04-11 12:37:24.174683+00:00,39.0,23.8,38.3,23.1,96,22.6,True
12186,2024-04-11 12:57:25.028614+00:00,39.0,23.8,38.3,23.2,90,22.8,True
12202,2024-04-11 13:07:25.438577+00:00,39.0,23.8,38.3,23.2,90,22.9,True
12218,2024-04-11 13:27:26.299139+00:00,39.0,23.9,38.3,23.2,88,23.1,True
12238,2024-04-11 13:42:38.285172+00:00,39.0,23.9,38.2,23.3,92,23.2,True
12254,2024-04-11 13:52:38.803305+00:00,39.0,23.9,38.1,23.3,84,23.4,True
12270,2024-04-11 14:12:39.771003+00:00,38.0,23.9,37.2,23.3,84,23.5,True
12286,2024-04-11 14:22:40.247937+00:00,38.0,23.9,37.1,23.3,84,23.7,True
12304,2024-04-11 14:38:08.033523+00:00,39.0,23.9,37.6,23.3,84,23.8,True
12320,2024-04-11 14:58:09.025113+00:00,39.0,23.9,37.6,23.4,95,23.8,True
12336,2024-04-11 15:08:09.560858+00:00,39.0,24.0,37.8,23.4,97,23.9,True
12352,2024-04-11 15:28:10.543983+00:00,39.0,24.0,37.9,23.4,99,23.9,True
12368,2024-04-11 15:38:11.049139+00:00,38.0,24.0,37.7,23.5,111,24.0,True
12386,2024-04-11 15:54:44.871582+00:00,38.0,24.0,37.8,23.5,111,24.1,True
12402,2024-04-11 16:14:45.903948+00:00,39.0,24.1,38.0,23.5,122,24.1,True
12418,2024-04-11 16:24:46.414558+00:00,39.0,24.2,41.4,23.6,155,24.3,True
12434,2024-04-11 16:44:47.395387+00:00,41.0,24.2,41.6,23.7,155,24.5,True
12450,2024-04-11 16:54:47.884868+00:00,42.0,24.4,43.5,23.8,194,24.8,True
12468,2024-04-11 17:07:18.368538+00:00,44.0,24.5,43.6,23.9,194,24.9,True
12484,2024-04-11 17:27:19.388577+00:00,43.0,24.6,41.5,24.0,171,24.9,True
12500,2024-04-11 17:37:19.891756+00:00,42.0,24.8,41.6,24.1,176,25.0,True
12516,2024-04-11 17:57:20.724155+00:00,42.0,24.8,40.3,24.1,159,25.1,True
12532,2024-04-11 18:07:21.102956+00:00,41.0,24.8,39.5,24.2,140,25.1,True
12550,2024-04-11 18:22:22.805074+00:00,40.0,24.8,37.8,24.2,140,25.1,True
12566,2024-04-11 18:42:23.721424+00:00,39.0,24.8,37.0,24.3,121,25.0,True
12582,2024-04-11 18:52:24.150363+00:00,39.0,24.8,37.8,24.2,120,24.9,False
12598,2024-04-11 19:12:25.173079+00:00,39.0,24.8,37.9,24.2,128,24.9,False
12614,2024-04-11 19:22:25.535911+00:00,39.0,24.9,38.0,24.2,128,25.1,False
12632,2024-04-11 19:57:31.812520+00:00,39.0,24.8,38.0,24.2,128,25.2,False
12648,2024-04-11 20:12:32.400495+00:00,39.0,24.8,38.1,24.2,131,25.3,False
12664,2024-04-11 20:27:32.936974+00:00,39.0,24.8,38.1,24.2,128,24.8,False
12680,2024-04-11 20:42:33.512714+00:00,39.0,24.7,38.1,24.2,127,24.3,False
12696,2024-04-11 20:57:34.064989+00:00,39.0,24.7,38.2,24.1,125,23.8,False
12714,2024-04-11 21:06:51.228972+00:00,39.0,24.7,38.2,24.1,125,23.1,False
12730,2024-04-11 21:26:51.999255+00:00,39.0,24.6,38.2,24.0,128,22.8,False
12746,2024-04-11 21:36:52.405479+00:00,39.0,24.7,38.2,24.0,123,22.6,False
12762,2024-04-11 21:56:53.257763+00:00,39.0,24.6,38.2,24.0,123,22.5,False
12778,2024-04-11 22:06:53.702067+00:00,39.0,24.6,38.2,23.9,114,22.4,False
12798,2024-04-11 22:21:33.264336+00:00,39.0,24.6,38.2,23.9,119,22.4,False
12814,2024-04-11 22:41:34.181252+00:00,39.0,24.6,38.2,23.9,112,22.4,False
12830,2024-04-11 22:51:34.695882+00:00,39.0,24.6,38.1,23.9,118,22.3,False
12846,2024-04-11 23:15:09.033509+00:00,39.0,24.5,38.1,23.9,108,22.3,False
12864,2024-04-11 23:28:34.567430+00:00,39.0,24.5,38.1,23.8,108,22.3,False
12880,2024-04-11 23:38:35.036861+00:00,39.0,24.4,38.1,23.8,105,22.3,False
12896,2024-04-11 23:58:35.977791+00:00,39.0,24.4,38.0,23.7,109,22.3,False
12912,2024-04-12 00:08:36.461135+00:00,38.0,24.4,38.1,23.7,110,22.3,False
12928,2024-04-12 00:28:37.489046+00:00,38.0,24.4,38.0,23.7,107,22.1,False
12946,2024-04-12 00:45:11.248669+00:00,39.0,24.4,38.1,23.7,107,22.1,False
12962,2024-04-12 00:55:11.722295+00:00,38.0,24.3,38.1,23.7,111,21.9,False
12978,2024-04-12 01:15:12.766344+00:00,38.0,24.4,38.1,23.6,111,21.8,False
12994,2024-04-12 01:25:13.241772+00:00,38.0,24.3,38.1,23.6,111,21.8,False
13010,2024-04-12 01:45:14.246000+00:00,39.0,24.3,38.2,23.6,110,21.8,False
13028,2024-04-12 01:59:07.022876+00:00,38.0,24.3,38.2,23.6,110,21.6,False
13044,2024-04-12 02:09:07.525664+00:00,39.0,24.3,38.2,23.5,113,21.6,False
13060,2024-04-12 02:29:08.313754+00:00,39.0,24.3,38.2,23.5,106,21.5,False
13076,2024-04-12 02:39:08.804758+00:00,39.0,24.3,38.3,23.5,115,21.4,False
13092,2024-04-12 02:59:09.696620+00:00,39.0,24.2,38.3,23.5,116,21.4,False
13110,2024-04-12 03:16:12.504732+00:00,39.0,24.2,38.3,23.5,116,21.3,False
13126,2024-04-12 03:26:33.908472+00:00,39.0,24.2,38.3,23.5,107,21.2,False
13142,2024-04-12 03:36:34.364602+00:00,39.0,24.2,38.3,23.5,105,21.2,False
13158,2024-04-12 03:56:35.397888+00:00,39.0,24.2,38.4,23.4,108,21.1,False
13174,2024-04-12 04:06:35.886255+00:00,39.0,24.2,38.4,23.4,111,21.2,False
13192,2024-04-12 04:42:51.818320+00:00,39.0,24.2,38.5,23.4,111,21.3,False
13208,2024-04-12 04:57:52.385300+00:00,39.0,24.2,38.5,23.4,108,21.2,False
13224,2024-04-12 05:12:52.978894+00:00,39.0,24.1,38.6,23.4,109,21.1,False
13240,2024-04-12 05:27:53.557220+00:00,39.0,24.1,38.6,23.4,107,21.1,False
13256,2024-04-12 05:42:54.115047+00:00,39.0,24.1,38.7,23.4,113,21.0,False
13274,2024-04-12 05:57:13.103602+00:00,39.0,24.1,38.7,23.3,113,20.8,False
13290,2024-04-12 06:07:13.534365+00:00,39.0,24.1,38.7,23.3,105,20.7,False
13306,2024-04-12 06:27:14.386754+00:00,39.0,24.1,38.7,23.3,110,20.6,False
13322,2024-04-12 06:37:14.759991+00:00,39.0,24.1,38.9,23.3,110,20.5,False
13338,2024-04-12 06:57:15.555756+00:00,39.0,24.1,38.8,23.3,109,20.5,False
13358,2024-04-12 07:09:02.939884+00:00,40.0,24.1,39.3,23.3,115,20.4,True
13374,2024-04-12 07:29:03.534174+00:00,40.0,24.1,39.6,23.3,114,20.3,True
13390,2024-04-12 07:40:34.562487+00:00,40.0,24.1,39.7,23.3,111,20.4,True
13406,2024-04-12 08:00:28.049488+00:00,40.0,24.1,39.6,23.3,106,20.6,True
13424,2024-04-12 08:09:00.505292+00:00,40.0,24.1,39.5,23.3,106,18.9,True
13440,2024-04-12 08:29:01.511841+00:00,39.0,24.1,39.3,23.3,113,19.3,True
13456,2024-04-12 08:39:02.008687+00:00,39.0,24.1,39.4,23.3,99,18.0,True
13472,2024-04-12 08:59:03.056033+00:00,40.0,24.1,39.9,23.3,111,17.4,True
13488,2024-04-12 09:09:03.556819+00:00,40.0,24.0,40.1,23.3,101,17.3,True
13506,2024-04-12 09:25:37.403587+00:00,40.0,24.0,40.0,23.3,101,18.5,True
13522,2024-04-12 09:45:38.462889+00:00,40.0,24.0,40.5,23.3,112,18.4,True
13538,2024-04-12 09:55:38.957863+00:00,41.0,24.0,42.4,23.3,122,19.3,True
13554,2024-04-12 10:15:39.942019+00:00,41.0,24.0,43.9,23.4,154,20.9,True
13570,2024-04-12 10:25:40.455989+00:00,44.0,24.1,45.1,23.4,163,20.9,True
13586,2024-04-12 10:45:41.448782+00:00,45.0,24.2,45.7,23.5,178,20.7,True
13602,2024-04-12 10:58:37.372873+00:00,46.0,24.3,45.9,23.6,186,21.3,True
13618,2024-04-12 11:08:37.800955+00:00,46.0,24.4,46.1,23.8,186,21.0,True
13634,2024-04-12 11:28:38.651034+00:00,46.0,24.5,45.8,23.8,188,22.4,True
13650,2024-04-12 11:38:39.125482+00:00,46.0,24.6,45.9,23.9,184,22.4,True
13666,2024-04-12 11:57:38.983225+00:00,46.0,24.8,45.9,23.9,187,22.7,True
13684,2024-04-12 12:28:53.248696+00:00,46.0,24.9,46.5,24.0,190,23.1,True
13700,2024-04-12 12:43:53.776484+00:00,47.0,24.9,47.3,24.0,191,23.3,True
13716,2024-04-12 12:58:54.299511+00:00,47.0,25.0,47.7,24.1,179,23.3,True
13732,2024-04-12 13:13:54.882894+00:00,45.0,25.0,45.9,24.2,180,22.8,True
13750,2024-04-12 13:26:31.124494+00:00,44.0,24.9,45.3,24.2,161,23.7,True
13766,2024-04-12 13:36:31.524323+00:00,43.0,25.0,44.0,24.2,148,23.6,True
13782,2024-04-12 13:56:32.307784+00:00,43.0,25.0,43.0,24.3,138,23.6,True
13798,2024-04-12 14:06:32.674429+00:00,43.0,25.0,42.7,24.3,150,23.8,True
13814,2024-04-12 14:24:34.393101+00:00,43.0,25.0,42.1,24.3,144,23.9,True
13834,2024-04-12 14:43:26.460881+00:00,42.0,25.0,41.3,24.3,123,23.9,True
13850,2024-04-12 14:58:56.965708+00:00,42.0,25.0,40.7,24.3,122,24.0,True
13866,2024-04-12 15:11:57.869493+00:00,41.0,24.9,39.0,24.3,118,24.0,True
13882,2024-04-12 15:30:58.787244+00:00,40.0,24.9,38.7,24.3,110,24.0,True
13898,2024-04-12 15:41:29.077654+00:00,39.0,24.8,37.5,24.3,88,23.9,True
13916,2024-04-12 15:59:24.174451+00:00,39.0,24.8,36.3,24.2,86,24.0,True
13932,2024-04-12 16:09:24.651775+00:00,38.0,24.8,35.6,24.2,86,24.1,True
13948,2024-04-12 16:29:25.619421+00:00,37.0,24.8,35.4,24.2,74,24.3,True
13964,2024-04-12 16:39:26.117906+00:00,37.0,24.8,35.3,24.2,76,24.4,True
13980,2024-04-12 16:59:27.130569+00:00,37.0,24.8,35.8,24.2,79,24.4,True
13998,2024-04-12 17:15:01.912949+00:00,37.0,24.7,35.9,24.2,85,24.4,True
14014,2024-04-12 17:25:02.407192+00:00,37.0,24.7,35.5,24.2,82,24.4,True
14030,2024-04-12 17:45:03.381405+00:00,37.0,24.7,35.2,24.2,81,24.5,True
14046,2024-04-12 17:55:03.892472+00:00,37.0,24.7,35.5,24.2,85,24.6,True
14062,2024-04-12 18:15:04.912865+00:00,37.0,24.7,35.8,24.2,82,24.3,True
14080,2024-04-12 18:30:00.875742+00:00,40.0,24.7,39.6,24.2,112,23.8,True
14096,2024-04-12 18:40:01.308755+00:00,41.0,24.7,40.8,24.2,130,23.5,True
14112,2024-04-12 19:00:02.364986+00:00,43.0,24.7,43.0,24.2,157,23.1,True
14128,2024-04-12 19:10:02.875628+00:00,43.0,24.7,43.4,24.2,153,22.9,True
14144,2024-04-12 19:30:03.895419+00:00,43.0,24.7,43.2,24.1,151,22.9,True
14162,2024-04-12 19:39:03.331861+00:00,43.0,24.7,43.1,24.1,153,22.5,True
14178,2024-04-12 19:59:04.244709+00:00,43.0,24.7,42.8,24.1,140,22.2,True
14194,2024-04-12 20:09:04.792451+00:00,43.0,24.7,42.7,24.1,151,21.8,True
14210,2024-04-12 20:29:05.708137+00:00,43.0,24.6,42.5,24.0,148,21.6,True
14226,2024-04-12 20:39:06.175025+00:00,43.0,24.6,42.5,24.0,156,21.5,True
14244,2024-04-12 21:14:12.635546+00:00,43.0,24.6,42.3,24.0,155,21.4,True
14260,2024-04-12 21:29:13.230926+00:00,43.0,24.6,42.5,24.0,152,21.7,True
14276,2024-04-12 21:44:13.824070+00:00,43.0,24.6,42.4,24.0,159,21.5,True
14292,2024-04-12 21:59:14.415946+00:00,43.0,24.6,42.3,24.0,148,21.5,True
14310,2024-04-12 22:13:07.075940+00:00,43.0,24.6,42.4,23.9,154,20.3,True
14326,2024-04-12 22:28:10.626775+00:00,43.0,24.6,42.6,23.9,146,20.6,True
14342,2024-04-12 22:37:12.994827+00:00,43.0,24.5,42.6,23.9,146,20.6,True
14358,2024-04-12 22:59:14.868148+00:00,43.0,24.5,42.6,23.9,155,20.1,True
14374,2024-04-12 23:07:17.213649+00:00,43.0,24.5,42.7,23.9,151,20.1,True
14394,2024-04-12 23:25:53.530374+00:00,43.0,24.5,42.9,23.8,149,19.7,True
14410,2024-04-12 23:45:23.642430+00:00,43.0,24.5,43.0,23.8,153,19.1,True
14426,2024-04-12 23:56:25.049829+00:00,43.0,24.5,43.1,23.8,142,19.5,True
14442,2024-04-13 00:06:25.508996+00:00,43.0,24.4,43.2,23.8,146,19.3,True
